CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd24;asd;8;Modelos de negocio: propuesta de un marco conceptual para centros de productividad.;Colombia;2011;;23 - 34;39;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd25;asd;8;Medición de la orientación al mercado de las empresas del sector artesanal en Boyacá y su incidencia en los resultados empresariales;Colombia;2011;;183 - 202;30;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd26;asd;8;La educación a distancia y el e-learning en la sociedad de la información: una revisión conceptual;Colombia;2011;;39 - 52;10;;;;;;;DIANA MARCELA CARDONA ROMAN, JENNY MARCELA SANCHEZ TORRES,;
asd27;asd;8;Aproximación a las modas administrativas desde algunos conceptos sociológicos. el caso de la reingeniería.;Colombia;2011;;77 - 90;21;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, ANDRES ALBERTO MARINO AREVALO,;
asd28;asd;8;Indicadores básicos para evaluar el proceso de aprendizaje en estudiantes de educación a distancia en ambiente e-learning.;Colombia;2011;;15 - 32;3;;;;;;;JENNY MARCELA SANCHEZ TORRES, D CARDONA,;
asd29;asd;8;Modelo de análisis para los grupos económicos Colombianos;Colombia;2010;;49 - 80;7;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd30;asd;8;A model for measuring research capacity from an intellectual capital-based approach in a Colombian higher education institution. A model for measuring research capacity using an intellectual capital-based approach in a colombian higher education institution;Colombia;2009;;179 - 197;19;;;;;;;JENNY MARCELA SANCHEZ TORRES, SANDRA CAROLINA RIVERA TORRES,;
asd31;asd;8;La gestión de la universidad como elemento básico del sistema universitario: una reflexión desde la perspectiva de los stakeholders;Colombia;2009;;25 - 41;19;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd32;asd;8;El proceso de globalización y los retos del desarrollo humano.;Venezuela;2009;;434 - 445;XV;;;;;;;MARY ANALI VERA COLINA, ALBERTO ROMERO,;
asd33;asd;8;Redes de unidades de vigilancia tecnológica e inteligencia competitiva vtic. Caso colombiano;Espańa;2009;;7 - 13;6;;;;;;;JENNY MARCELA SANCHEZ TORRES,;
asd34;asd;8;MODELO DE ANÁLISIS PARA LOS GRUPOS ECONOMICOS COLOMBIANOS;Colombia;2009;;49 - 80;11;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, CLAUDIA ALEXANDRA GARZON SANTOS,;
asd35;asd;8;La sensibilidad al emprendimiento en los estudiantes universitarios.Estudio comparativo Colombia-Francia;Colombia;2009;;73 - 89;19;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, FRANK PRIETO,;
asd36;asd;9;SPSS aplicado a mercados;Colombia;2008;;23 - 25;1;;;;;;;HENRY MARTINEZ SARMIENTO, GEMA ANDREA ALVAREZ VELEZ,;
asd37;asd;8;El Grupo Santodomingo: el pez chico se come al grande de generación en generación;Colombia;2008;;127 - 131;18;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, EDISON JAIR DUQUE OLIVA,;
asd38;asd;9;SPSS estadístico y económetrico;Colombia;2008;;19 - 22;1;;;;;;;HENRY MARTINEZ SARMIENTO, LEONARDO ANDRES BAENA LEAL, PEDRO JULIAN RAMIREZ,;
asd39;asd;9;Sistemas de Información Geográfica;Colombia;2008;;30 - 31;1;;;;;;;HENRY MARTINEZ SARMIENTO, MARIA ADELAIDA AMAYA PINZON, LAURA GISSET HIGUERA,;
asd40;asd;8;El Grupo Santodomingo: el pez chico se come al grande de generación en generación;Colombia;2008;;127 - 131;18;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, EDISON JAIR DUQUE OLIVA,;
asd41;asd;8;Qué es SAP?;Colombia;2008;;12 - 12;1;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd42;asd;8;Evaluation of the programs of environmental marketing in the metropolitan zone of the city of Mexico International review on public and non profit marketing 2008;Colombia;2008;;141 - 166;5;;;;;;;LUIS ARTURO RIVAS TOVAR, EVA CONRAUD KOELLNER, BERENICE MALDONADO HERMANDEZ,;
asd43;asd;8;Desempeńo de las organizaciones mexicanas certificadas en la norma ISO 9001:2000;Colombia;2008;;107 - 128;24;;;;;;;LUIS ARTURO RIVAS TOVAR, VICTOR MANUEL NAVA,;
asd44;asd;8;Grupos estratégicos en la banca colombiana: análisis estático y dinámico;Colombia;2008;;132 - 140;18;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd45;asd;8;La teoría de la complejidad una disciplina multi científica y sus bases para la aplicación en la administración;Colombia;2008;;35 - 46;14;;;;;;;LUIS ARTURO RIVAS TOVAR,;
asd46;asd;8;EMOTIONAL INTELLIGENCE MODEL APPLIED TO DIRECTORS OF RESEARCH CENTERS IN MEXICO;Colombia;2008;;13 - 30;24;;;;;;;LUIS ARTURO RIVAS TOVAR, MARA MARICELA TRUJILLO FLORES,;
asd47;asd;8;Revisión del concepto de grupo estratégico y propuesta de definición para aplicaciones en el ámbito colombiano;Colombia;2007;;99 - 111;17;;;;;;;EDISON JAIR DUQUE OLIVA, JORGE ENRIQUE GARCES CANO,;
asd48;asd;8;Publicación internacional de patentes por organizaciones e inventores de origen colombiano;Colombia;2007;;247 - 270;26;;;;;;;JENNY MARCELA SANCHEZ TORRES, ANDRES MAURICIO LEON, JAVIER ENRIQUE MEDINA VASQUEZ, JAVIER E MEDINA, ANDRES MAURICIO LEON LOPEZ,;
asd49;asd;8;Fusiones y adquisiciones como estrategia de crecimiento en el sector bancario colombiano en Revista Innovar;Colombia;2007;;77 - 98;17;;;;;;;JOSE LUIS TOVAR HERRERA, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd50;asd;8;Incentivos y desincentivos en los sistemas de transporte Público en Londres y Madrid y la ciudad de México;Colombia;2007;;113 - 132;17;;;;;;;LUIS ARTURO RIVAS TOVAR, BERENICE MALDONADO HERMANDEZ, JOSE ANTONIO CHAVEZ ESPEJEL,;
asd51;asd;8;Estadística con PSPP una alternativa libre;Colombia;2007;;9 - 11;1;;;;;;;HENRY MARTINEZ SARMIENTO, CARLOS HERNAN PORRAS MEDINA,;
asd52;asd;8;Seguimiento a la dinámica competitiva de dos grupos económicos colombianos;Colombia;2007;;137 - 154;17;;;;;;;EDISON JAIR DUQUE OLIVA, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd53;asd;8;Análisis de los modelos de marketing ambiental;Colombia;2007;;20 - 30;6;;;;;;;DONOVAN MOLINA GALICIA, JOSE LUIS FLOREZ GALICIA, LUIS ARTURO RIVAS TOVAR, BERENICE MALDONADO HERMANDEZ,;
asd54;asd;8;A turnover perception model of the general working population in the Mexican cross-border assembly maquiladora industry;Colombia;2007;;107 - 114;17;;;;;;;LUIS ARTURO RIVAS TOVAR, BLANCA ROSA GARCIA RIVERA,;
asd55;asd;8;Seguimiento a la dinámica competitiva de dos grupos económicos colombianos;Colombia;2007;;137 - 154;17;;;;;;;EDISON JAIR DUQUE OLIVA, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd56;asd;8;Metodología para el análisis y la revisión crítica de artículos de investigación;Colombia;2007;;184 - 194;17;;;;;;;EDISON JAIR DUQUE OLIVA, JORGE ENRIQUE GARCES CANO,;
asd57;asd;8;Las desigualdades en los TLC con Estados Unidos: El caso colombiano.;Venezuela;2007;;35 - 50;12;;;;;;;MARY ANALI VERA COLINA, ALBERTO ROMERO,;
asd58;asd;8;LA GESTIÓN DEL CONOCIMIENTO EN LA INDUSTRIA AUTOMOVILÍSTICA;Colombia;2007;;83 - 100;23;;;;;;;LUIS ARTURO RIVAS TOVAR, BRENDA FLORES MURO,;
asd59;asd;8;Estudio bibliométrico de los modelos de medición del concepto de calidad percibida del servicio en Internet;Colombia;2006;;223 - 243;16;;;;;;;EDISON JAIR DUQUE OLIVA, AMPARO CERVERA TAULET, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd60;asd;8;Estudio bibliómetrico de los modelos de medición del concepto de calidad percibida del servicio en internet;Colombia;2006;;103 - 120;16;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd61;asd;8;Estructuras de organización y competencias de los órganos de fiscalización en países desarrollados y su comparación con el caso de México;Colombia;2006;;33 - 61;11;;;;;;;LUIS ARTURO RIVAS TOVAR, BLANCA LETICIA OCAMPO,;
asd62;asd;8;Consultoria Vs Investigacion;Colombia;2006;;20 - 30;1;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd63;asd;8;E-learning en comunidades aisladas. Una metodología para estudiar el problema del doble aislamiento del aprendiente en e-learning;Colombia;2006;;21 - 27;3;;;;;;;JOSE ISMAEL PENA REYES, MARC FAVIER,;
asd64;asd;8;El mar: una opción de competitividad olvidada;Colombia;2006;;117 - 126;16;;;;;;;DIANA FERNANDEZ, ANDRES ALBERTO MARINO AREVALO,;
asd65;asd;8;Desarrollo de una escala de orientación al mercado en el ámbito de las administraciones públicas;Colombia;2006;;138 - 139;16;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd66;asd;8;Emprenderismo, accion gubernamental y academia;Colombia;2005;;73 - 89;15;;;;;;;MANUEL F JIMENEZ MORIONES, MANUEL FULGENCIO JIMENEZ MORIONES, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd67;asd;8;Emprenderismo, Accion gubernamental y Academia;Colombia;2005;;73 - 89;15;;;;;;;MANUEL FULGENCIO JIMENEZ MORIONES, CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd68;asd;8;Revision del concepto de calidad del servicio y sus modelos de medición;Colombia;2005;;64 - 80;15;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd69;asd;8;Reingeniería y Reforma Laboral Colombiana vs. Desarrollo Económico;Colombia;2005;;59 - 69;3;;;;;;;ANDRES ALBERTO MARINO AREVALO, DIANA FERNANDEZ, DANIEL NINO,;
asd70;asd;8;Debate sobre las estrategias de crecimiento regional y mundial: dilemas para las empresas de América Latina;Colombia;2004;;129 - 153;17;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, JEAN CLAUDE CASTAGNOS,;
asd71;asd;8;Cómo implementar un servidor Linux?;Colombia;2004;;5 - 8;1;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd72;asd;8;Evaluacion del sistema de pago figo global prospectivo por actividad final en salud;Colombia;2002;;-;;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd73;asd;8;Le Blanchiment de Dollars en Colombie par le Biais del Sanadresitos.;Colombia;1999;;347 - 354;40;;;;;;;MANUEL FULGENCIO JIMENEZ MORIONES, JORGE IVAN GONZALEZ,;
asd74;asd;8;Aplicacion de Informatica Empresarial;Colombia;1998;;185 - 188;;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd75;asd;8;Aplicacion de Informatica Empresarial;Colombia;1998;;185 - 188;12;;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO, HENRY MARTINEZ SARMIENTO,;
asd76;asd;8;La Planeación: Un Requisito para el Control;Colombia;1994;;-;;;;;;;;MANUEL FULGENCIO JIMENEZ MORIONES,;
asd77;asd;8;Evaluación de las Acciones de la Administración Gaviria para Controla la Corrupción.;Colombia;1993;;-;;;;;;;;MANUEL FULGENCIO JIMENEZ MORIONES,;
asd78;asd;17;Línea Base de Indicadores I+D+i en TIC. Indicadores 2015 Colombia;Colombia;2015;;;;Observatorio Colombiano de Ciencia y Tecnología;;;;;;JENNY MARCELA SANCHEZ TORRES, JORGE LUCIO ALVAREZ, HENRY ALFONSO MORA HOLGUIN, NAYIBE CASTRO NOVOA, SANDRA MILENA ZARATE RINCON, SANDRA CAROLINA RIVERA TORRES, JINNETH TIQUE ORTIZ, MAYDA GONZALEZ,;
asd79;asd;17;Modelos de Evaluación del desempeńo de las actividades científicas: Caso Colombia y México.;Colombia;2014;;;;Editorial Politécnico Grancolombiano;;;;;;JENNY MARCELA SANCHEZ TORRES, S ROJAS BERRIO, C TOPETE,;
asd80;asd;17;Agendas De Conocimiento: Metodología Para Su Construcción Colectiva;Colombia;2013;;;;Empresa Editorial Universidad Nacional De Colombia;;;;;;JENNY MARCELA SANCHEZ TORRES, RAFAEL MOLINA, P SANCHEZ,;
asd81;asd;17;La Desestructuración En La Teoría De La Administración: Un Análisis De Las Modas Administrativas;Colombia;2011;;;1;Ediciones Fundacion Universidad Central;;;;;;ANDRES ALBERTO MARINO AREVALO,;
asd82;asd;17;Capacidades De Investigación De La Universidad Nacional De Colombia 2000-2010: Una Aproximación Desde El Capital Intelectual;Colombia;2011;;;;Universidad Nacional de Colombia;;;;;;JENNY MARCELA SANCHEZ TORRES, RAFAEL MOLINA, A GOMEZ, C MORALES, R ROMERO, C LUENGAS,;
asd83;asd;17;Capacidades De Investigación De La Universidad Nacional De Colombia 2000-2010: Una Aproximación Desde El Capital Intelectual;Colombia;2011;;;;Universidad Nacional de Colombia;;;;;;JENNY MARCELA SANCHEZ TORRES, GIOVANA MORENO,;
asd84;asd;17;Informe De Vigilancia Tecnologica Cambio Climatico Y Algunos Efectos Ambientales Desastres Naturales Deshielos Y Ecosistemas Marinos;Colombia;2008;;;1;Cargraphics;;;;;;JENNY MARCELA SANCHEZ TORRES, ALEXIS ANDRES AGUILERA ALVEAR, LINA LANDINEZ,;
asd85;asd;17;Aproximación A La Medición De Capacidades Nacionales En Educación, Investigación E Innovación;Colombia;2008;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, LINA LANDINEZ, ALEXIS ANDRES AGUILERA ALVEAR, JAVIER E MEDINA,;
asd86;asd;17;Informe De Vigilancia Tecnologica Desarrollo De Vacunas En Malaria;Colombia;2008;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, JAVIER E MEDINA, ANDRES MAURICIO LEON,;
asd87;asd;17;Informe De Vigilancia Tecnologica Educacion Para La Convivencia Ciudadana;Colombia;2008;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, ALEXIS ANDRES AGUILERA ALVEAR,;
asd88;asd;17;Informe De Vigilancia Tecnologica Tecnologias De Produccion De Biodiesel;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, ANDRES MAURICIO LEON, JAVIER E MEDINA, YESID OJEDA,;
asd89;asd;17;Informe De Vigilancia Tecnologica Bioinsumos;Colombia;2007;;;1;Colciencias;;;;;;MIGUEL TOBAR, SARA MARIA CAMPOS, EDISON SUAREZ, ADRIANA ROCILLO, JENNY MARCELA SANCHEZ TORRES, LINA LANDINEZ, IRMA BAQUERO,;
asd90;asd;17;Informe De Vigilancia Tecnologica Aplicaciones De La Electronica En El Sector Agricola;Colombia;2007;;;1;Colciencias;;;;;;SARA MARIA CAMPOS, JENNY MARCELA SANCHEZ TORRES, ALEXIS ANDRES AGUILERA ALVEAR, LINA LANDINEZ, JAVIER E MEDINA, D ZULUAGA,;
asd91;asd;17;Informe De Vigilancia Tecnologica Metodos De Fabricacion De Nanotecnologia;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, ALEXIS ANDRES AGUILERA ALVEAR, JAVIER E MEDINA, D ZULUAGA,;
asd92;asd;17;Informe De Vigilancia Tecnológica. Resolución De Conflictos Sociales;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, ALEXIS ANDRES AGUILERA ALVEAR, JAVIER E MEDINA, A BARRANTES,;
asd93;asd;17;Interventoría De Proyectos Públicos;Colombia;2007;;;1;Facultad De Ciencias Econimicas Universidad Nacional De Colombia;;;;;;MANUEL FULGENCIO JIMENEZ MORIONES,;
asd94;asd;17;Manual De Recursos Humanos: Diez Programas Para La Gestión Y El Desarrollo Del Factor Humano En Las Organizaciones Actuales;Espańa;2007;;;1;EDIUOC;;;;;;GASPAR BERBEL GIMENEZ, FEDERICO GAN,;
asd95;asd;17;Stratégies De Croissance Des Conglomérats Colombiens Face;Colombia;2007;;;1;Facultad De Ciencias Econimicas Universidad Nacional De Colombia;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd96;asd;17;Informe De Vigilancia Tecnologica Aplicado Al Estudio Del Control De La Sigoka Negra;Colombia;2007;;;200;Cargraphics;;;;;;JENNY MARCELA SANCHEZ TORRES, JAVIER E MEDINA, LINA LANDINEZ, ALEXIS ANDRES AGUILERA ALVEAR,;
asd97;asd;17;Informe De Vigilancia Tecnológica Aplicada Al Estudio De La Técnica De Endurecimiento De Superficies;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES,;
asd98;asd;17;Informe De Vigilancia Tecnologica Aplicada Al Estudio De Plantas Medicinales Y Aceites Esenciales;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, JAVIER E MEDINA, MARTHA CERVANTES, ANDRES MAURICIO LEON, ALEXIS ANDRES AGUILERA ALVEAR,;
asd99;asd;17;Informe De Prospectiva Y Vigilancia Tecnologica Aplicada Al Estudio De Tecnologias De Diagnostico Para Tuberculosis;Colombia;2007;;;1;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, LINA LANDINEZ, ALEXIS ANDRES AGUILERA ALVEAR, JAVIER E MEDINA,;
asd100;asd;17;Doctorados E Investigación: Tendencias, Perspectivas Y Lineamientos Estratégicos En La Universidad Nacional De Colombia;Colombia;2006;;;1;Universidad Nacional De Colombia Unibiblos;;;;;;GUSTAVO SILVA, SANDRA CAROLINA RIVERA TORRES,;
asd101;asd;17;Teleinformatica Basica;Colombia;1997;;;4;Prado  Duarte Corporacion;;;;;;JOSE ISMAEL PENA REYES,;
asd102;asd;21;Le financement des politiques publiques en Colombie;Bélgica;2014;;458 - 485;-;LACIER BRUYANT;;;;;;EDISON JAIR DUQUE OLIVA,;
asd103;asd;21;El Trasegar De Colciencias En La Promoción De La Innovación;Colombia;2013;;417 - 481;-;Observatorio Colombiano de Ciencia y Tecnología;;;;;;JENNY MARCELA SANCHEZ TORRES, PEDRO PEREZ,;
asd104;asd;20;Metodología para la contruccion de las agendas de conocimiento;Colombia;2013;;61 - 85;-;Empresa Editorial Universidad Nacional De Colombia;;;;;;CARLOS ALBERTO RODRIGUEZ ROMERO,;
asd105;asd;20;Gestión del Conocimiento en Ingeniería de Software: Una Bala de Plata?;Colombia;2011;;NA -;-;Universidad Nacional De Colombia Facultad De Minas;;;;;;JENNY MARCELA SANCHEZ TORRES, ERNESTO GALVIS LISTA,;
asd106;asd;21;Aproximación y apreciaciones sobre la RSE en Europa;Colombia;2010;;127 - 160;-;Facultad De Ciencias Econimicas Universidad Nacional De Colombia;;;;;;GASPAR BERBEL GIMENEZ,;
asd107;asd;20;Caracterización de los grupos de investigación, una experiencia de aplicación de política pública en la Universidad Nacional de Colombia.;Colombia;2010;;111 - 128;-;Universidad Nacional de Colombia;;;;;;JENNY MARCELA SANCHEZ TORRES, RAFAEL MOLINA,;
asd108;asd;20;Sinergia entre la prospectiva Tecnológica y la Vigilancia Tecnológica e Inteligencia Competitiva: Lecciones de la experiencia Colombiana;Colombia;2008;;19 - 47;-;Colciencias;;;;;;JENNY MARCELA SANCHEZ TORRES, JAVIER E MEDINA,;
asd109;asd;21;Apoyo en la definición de políticas públicas en ciencia, tecnología e innovación a través de la vigilancia tecnológica e inteligencia competitiva;Colombia;2007;;13 - 28;-;Ministerio de Agricultura;;;;;;JENNY MARCELA SANCHEZ TORRES,;
asd110;asd;27;Aplicaciones microeconómicas en Java;;2009;;Nro. Paginas: 3;;;;;;;;HENRY MARTINEZ SARMIENTO, ALEJANDRA NIETO RAMOS, DAVID CAMILO SANCHEZ,;
asd111;asd;27;Orfeo, Gestion Documental;;2008;;Nro. Paginas: 7;;;;;;;;HENRY MARTINEZ SARMIENTO, NURY BIBIAN BEJARANO CARDENAS, JERSSON GUERRERO NOVA,;
asd112;asd;27;OPENERP;;2008;;Nro. Paginas: 5;;;;;;;;HENRY MARTINEZ SARMIENTO, MYRIAM JASMIN GUERRA, ANGEL LEONARDO JEREZ,;
asd113;asd;27;SAP  PS Módulo de Proyectos;;2007;;Nro. Paginas: 3;;;;;;;;ELKIN GIOVANNNI CALDERON, ADRIANA LOPEZ, HENRY MARTINEZ SARMIENTO,;
asd114;asd;27;SAP  PP Módulo de planeación de la producción;;2007;;Nro. Paginas: 4;;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd115;asd;27;SAP  HR Módulo de Recursos Humanos;;2007;;Nro. Paginas: 16;;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd116;asd;27;SAP  IM Módulo de Gestión de Inversiones;;2007;;Nro. Paginas: 6;;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd117;asd;27;SAP-CO Módulo de costeo;;2007;;Nro. Paginas: 30;;;;;;;;LEYDI CAROLINA RINCON, HENRY MARTINEZ SARMIENTO,;
asd118;asd;27;Material para el diplomado en estadstica financiera, valoracion y gestion del riesgo de mercado;;2007;;Nro. Paginas: 12;;;;;;;;EDISON JAIR DUQUE OLIVA, YASMIN DURAN BOBADILLA, CLAUDIA RINCON BRAVO,;
asd119;asd;27;Microsoft Excel 2007;;2007;;Nro. Paginas: 1;;;;;;;;YELITZA BARBOSA, RODRIGO ACOSTA SARMIENTO, HENRY MARTINEZ SARMIENTO,;
asd120;asd;27;Project Server;;2007;;Nro. Paginas: 2;;;;;;;;DIEGO ARMANDO RODRIGUEZ, HENRY MARTINEZ SARMIENTO,;
asd121;asd;27;Windows Vista;;2007;;Nro. Paginas: 2;;;;;;;;SANDRA MILENA SALAMANCA, JORGE ALEXANDER CERON, HENRY MARTINEZ SARMIENTO,;
asd122;asd;27;DRUPAL;;2007;;Nro. Paginas: 5;;;;;;;;HENRY MARTINEZ SARMIENTO, ANGELA NIETO, JAVIER MAURICIO NINO,;
asd123;asd;27;SAP  FI Módulo Financiero;;2007;;Nro. Paginas: 8;;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd124;asd;27;Word 2007;;2007;;Nro. Paginas: 2;;;;;;;;YELITZA BARBOSA, RODRIGO ACOSTA SARMIENTO, HENRY MARTINEZ SARMIENTO,;
asd125;asd;27;PSPP Software libre estadistica;;2007;;Nro. Paginas: 4;;;;;;;;HENRY MARTINEZ SARMIENTO, ANGELA MARIA ARAUJO FANDINO, CARLOS HERNAN PORRAS MEDINA,;
asd126;asd;27;Windows Share Point;;2007;;Nro. Paginas: 2;;;;;;;;SERGIO GARZON, GUSTAVO OSPINA, HENRY MARTINEZ SARMIENTO,;
asd127;asd;27;MOODLE;;2007;;Nro. Paginas: 6;;;;;;;;VICTOR CASAS MELO, MIGUEL ANGEL VALDERRAMA GOMEZ, HENRY MARTINEZ SARMIENTO,;
asd128;asd;27;Power Point 2007;;2007;;Nro. Paginas: 3;;;;;;;;YELITZA BARBOSA, RODRIGO ACOSTA SARMIENTO, HENRY MARTINEZ SARMIENTO,;
asd129;asd;27;Revision de los modelos de evaluacion de la calidad del servicio en internet;;2006;;Nro. Paginas: 20;;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd130;asd;27;Risk decision tools;;2006;;Nro. Paginas: 12;;;;;;;;HENRY MARTINEZ SARMIENTO, LEYDY VIVIANA AVILES, LILIANA PAOLA RINCON,;
asd131;asd;27;Contapyme;;2006;;Nro. Paginas: 27;;;;;;;;HENRY MARTINEZ SARMIENTO, SANDRA MILENA CARDENAS, DIANA PATRICIA GARCIA RUIZ,;
asd132;asd;27;Primavera Project Planner;;2006;;Nro. Paginas: 1;;;;;;;;HENRY MARTINEZ SARMIENTO, MARIA TERESA MAYORGA LADINO, LUZ KARINA RAMOS SANTOS,;
asd133;asd;27;Metrica version 3.0;;2006;;Nro. Paginas: 8;;;;;;;;HENRY MARTINEZ SARMIENTO, WINKLER CRUZ, SANDRA MONICA BAUTISTA,;
asd134;asd;27;Relacion entre la calidad, la satisfaccion y la lealtad en el ambito de internet;;2006;;Nro. Paginas: 13;;;;;;;;EDISON JAIR DUQUE OLIVA,;
asd135;asd;27;Internet2;;2006;;Nro. Paginas: 5;;;;;;;;HENRY MARTINEZ SARMIENTO, LUIS ALFONSO NIETO RAMOS, RAFAEL LEONARDO SAAVEDRA MESA,;
asd136;asd;27;Fincad XL 8.1;;2005;;Nro. Paginas: 6;;;;;;;;HENRY MARTINEZ SARMIENTO, SONIA JANETH RAMIREZ VANEGAS, GUILLERMO ALBERTO ARIZA,;
asd137;asd;27;METODOLOGÍA PARA LA IMPLEMENTACIÓN DE PROYECTOS SE SISTEMAS DE INFORMACIÓN MÉTRICA;;2005;;Nro. Paginas: 6;;;;;;;;HENRY MARTINEZ SARMIENTO, SANDRA LILIANA BARRIOS PRIETO, DANIEL ALEJANDRO MELO ESTRADA,;
asd138;asd;27;Linux vs. Windows;;2005;;Nro. Paginas: 7;;;;;;;;HENRY MARTINEZ SARMIENTO, OLGA LUCIA BRAVO BALLEN, AURA MARIA GARCIA CHAVES, JULIO CESAR CALVO CASTRO,;
asd139;asd;27;STATA 8;;2005;;Nro. Paginas: 12;;;;;;;;HENRY MARTINEZ SARMIENTO,;
asd140;asd;27;Aplicaciones en excel;;2005;;Nro. Paginas: 3;;;;;;;;HENRY MARTINEZ SARMIENTO, MARIA TERESA MAYORGA, MARTA RUBIELA GUEVARA, ISLENA DEL PILAR GONZALEZ,;
asd141;asd;27;ANALISIS ESTADISTICO EN MATLAB;;2005;;Nro. Paginas: 13;;;;;;;;HENRY MARTINEZ SARMIENTO, CRISTIAN GERARDO GIL SANCHEZ, MILLER GIOVANNY FRANCO LEMUS,;
asd142;asd;27;Latex;;2005;;Nro. Paginas: 8;;;;;;;;HENRY MARTINEZ SARMIENTO, YANETH ADRIANA CA NON LOVERA, BRAYAN RICARDO ROJAS ORMAZA,;
asd143;asd;27;XQ director;;2005;;Nro. Paginas: 5;;;;;;;;HENRY MARTINEZ SARMIENTO, DIANA ORGANISTA BOLIVAR,;
asd144;asd;27;FIRMAS DIGITALES;;2005;;Nro. Paginas: 10;;;;;;;;HENRY MARTINEZ SARMIENTO, CARLOS HERNAN PORRAS MEDINA, SANDRA MONICA BAUTISTA GUTIERREZ,;
asd145;asd;27;Debian GNU/Linux;;2005;;Nro. Paginas: 7;;;;;;;;HENRY MARTINEZ SARMIENTO, SANDRA MILENA CARDENAS, NATALIA IBETH CIFUENTES, NUBIA YOLIMA CUCARIAM, LEIDY POVEDA,;
asd146;asd;27;Modelamiento y analisis financiero en Matlab;;2004;;Nro. Paginas: 19;;;;;;;;HENRY MARTINEZ SARMIENTO, JENNY TERESA JARAMILLO, ANDRES RICARDO ROMERO,;
asd147;asd;27;Macromedia Authorware 7;;2004;;Nro. Paginas: 3;;;;;;;;HENRY MARTINEZ SARMIENTO, CAROLINA ACOSTA CIFUENTES, ZULMA YULIETH SUAREZ,;
asd148;asd;27;Registro de operaciones Contables en Powerbuilder;;2004;;Nro. Paginas:;;;;;;;;HENRY MARTINEZ SARMIENTO, ROCIO YAMILE ORTIZ, KAROLINA ROBERTO, YUDY MARCELA MENDEZ,;
asd149;asd;27;Pro-audit Advisor V3;;2004;;Nro. Paginas:;;;;;;;;HENRY MARTINEZ SARMIENTO, NATALIA IBETH CIFUENTES GIL, ERIKA PATRICIA RODRIGUEZ LAVERDE,;
